Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2024;8903 ;9805;26125;155644;1;.00;0;0;0;0;0;0;2024/2025;TORNEO PADEL ARAVACA;TORNEO PADEL ARAVACA;T PADEL MON ARAVACA;PADEL;SENIOR ;JUAN MANUEL SIGUENZA - RAUL GOMEZ;MIXTO;Moncloa - Aravaca
2024;8903 ;9805;26125;155646;2;.00;0;0;0;0;0;0;2024/2025;TORNEO PADEL ARAVACA;TORNEO PADEL ARAVACA;T PADEL MON ARAVACA;PADEL;SENIOR ;IAGO GROBA - MARCOS POZA;MIXTO;Moncloa - Aravaca
2024;8891 ;9788;26017;155655;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS SENIOR;FUTBOL SALA;SENIOR ;BASI;MASCULINO;Chamartín
2024;8891 ;9788;26017;155654;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS SENIOR;FUTBOL SALA;SENIOR ;Motorauto;MASCULINO;Chamartín
2024;8891 ;9788;26016;157981;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS BENJAMIN;FUTBOL SALA;BENJAMIN ;Mª Virgen;MIXTO;Chamartín
2024;8891 ;9788;26016;157978;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS BENJAMIN;FUTBOL SALA;BENJAMIN ;FEFC SANTA CATALINA A;MIXTO;Chamartín
2024;8891 ;9788;26015;157984;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS ALEVIN;FUTBOL SALA;ALEVIN ;Mª Virgen A;MIXTO;Chamartín
2024;8891 ;9788;26015;155651;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS ALEVIN;FUTBOL SALA;ALEVIN ;FEFC SANTA CATALINA;MIXTO;Chamartín
2024;8860 ;9705;24357;158587;5;10.00;6;2;0;0;10;8;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;Huarte;FEMENINO;Latina
2024;8860 ;9705;24357;158589;1;16.00;6;5;0;1;16;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;SEVEN FIGHTERS;FEMENINO;Latina
2024;8860 ;9705;24357;158591;4;12.00;5;4;0;0;12;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;VOLTIAS VINTAGE;FEMENINO;Latina
2024;8860 ;9705;24357;158586;2;14.00;5;4;0;0;14;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;Espartanas;FEMENINO;Latina
2024;8860 ;9705;24357;158583;3;12.00;5;4;0;0;12;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;CV LEGANES A;FEMENINO;Latina
2024;8860 ;9705;24357;158585;8;4.00;5;1;0;1;4;11;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;EDM FRANCISCO FERNANDEZ OCHOA;FEMENINO;Latina
2024;8860 ;9705;24357;158584;7;9.00;6;2;0;1;9;9;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;CV LEGANES B;FEMENINO;Latina
2024;8860 ;9705;24357;158582;6;10.00;5;3;0;1;10;5;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;CLUB VOLEIBOL ARANJUEZ;FEMENINO;Latina
2024;8860 ;9705;24357;158590;9;3.00;6;0;0;1;3;15;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;VOLEIBOL hispano USERA;FEMENINO;Latina
2024;8860 ;9705;24357;158588;10;.00;6;0;0;0;0;18;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;Madrid sur latina B;FEMENINO;Latina
2024;8860 ;9705;24357;158581;11;.00;5;0;0;0;0;15;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ VB SEN FEM;VOLEIBOL;SENIOR ;CLUB DEPORTIVO NEWMAN;FEMENINO;Latina
2024;8863 ;9717;24728;163287;2;12.00;5;4;0;1;23;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;LA CRIU CF;MASCULINO;Retiro
2024;8863 ;9717;24728;163288;4;12.00;5;4;0;1;24;18;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;Palestra F.C;MASCULINO;Retiro
2024;8863 ;9717;24728;163290;6;7.00;5;2;1;2;27;21;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;RicardilesFC;MASCULINO;Retiro
2024;8863 ;9717;24728;163281;1;13.00;5;4;1;0;32;11;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;Billy Boy;MASCULINO;Retiro
2024;8863 ;9717;24728;163285;8;6.00;5;2;0;3;19;21;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;INSERSO F.C;MASCULINO;Retiro
2024;8863 ;9717;24728;163291;3;12.00;4;4;0;0;21;9;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;Schalke Storbas;MASCULINO;Retiro
2024;8863 ;9717;24728;163289;5;9.00;5;3;0;2;20;17;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;Piratas del pacifico;MASCULINO;Retiro
2024;8863 ;9717;24728;163282;7;7.00;4;2;1;1;14;11;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;EKIPORRO;MASCULINO;Retiro
2024;8863 ;9717;24728;163284;9;4.00;5;1;1;3;10;16;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;Independiente CF7;MASCULINO;Retiro
2024;8863 ;9717;24728;163286;11;.00;5;0;0;5;11;30;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;KONOHA TEAM;MASCULINO;Retiro
2024;8863 ;9717;24728;163292;10;3.00;5;1;0;4;8;27;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;SIMPATINAIKOS FC;MASCULINO;Retiro
2024;8863 ;9717;24728;163283;12;.00;5;0;0;5;21;45;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET DOM MAÑ F7 SEN MAS Adelf D7 12-14h;FUTBOL 7;SENIOR ;FC Ludoleones;MASCULINO;Retiro
2024;8858 ;9697;24120;163176;7;8.00;5;3;0;2;252;190;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;LOS TIGRES;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163178;5;9.00;5;4;0;1;269;193;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;Sapos del Aparejador;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163175;1;12.00;6;6;0;0;296;226;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;LOS SOBA0S;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163170;6;9.00;6;3;0;3;219;220;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;CB SENIORS;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163181;8;8.00;6;2;0;4;263;309;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;WARRIORS DEL PILAR C.B.F.;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163177;9;8.00;6;2;0;4;239;271;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;PANASYMANKOS;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163173;2;10.00;6;4;0;2;325;270;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;FAUNACA;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163161;4;10.00;6;4;0;2;254;239;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;ESKOMBROS;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163172;10;7.00;6;3;0;2;248;277;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;Emigrantes;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163171;11;6.00;6;0;0;6;217;315;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;D20;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163174;3;10.00;6;4;0;2;335;306;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;Los Isótopos;MASCULINO;Fuencarral - El Pardo
2024;8858 ;9697;24120;163180;12;6.00;6;0;0;6;222;323;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM FUE DOM BC SEN MAS GRUPO B;BALONCESTO;SENIOR ;Space Gorillas;MASCULINO;Fuencarral - El Pardo
2024;8862 ;9713;24630;167968;6;3.00;5;1;0;0;2;8;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;CD UNION VB AZUL;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166931;2;9.00;3;3;0;0;6;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;C.D. CALDEIRO AZUL;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166932;7;.00;3;0;0;0;0;6;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;CADETE B NUEVA CASTILLA;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166933;3;8.00;4;2;0;0;6;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;CD CIUDAD DE LOS MUCHACHOS A;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166936;4;6.00;3;2;0;0;4;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;CDV VALLECAS;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166937;1;10.00;4;3;0;1;7;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;GSD LAS SUERTES;FEMENINO;Puente de Vallecas
2024;8862 ;9713;24630;166935;5;3.00;4;1;0;0;2;6;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VAL VB CAD FEM G3;VOLEIBOL;CADETE ;CD UNION VB BLANCO;FEMENINO;Puente de Vallecas
2024;8869 ;9741;25041;167958;6;1.00;1;0;0;1;4;5;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;ANTONIO FONTAN A;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167959;5;3.00;1;1;0;0;5;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;ANTONIO FONTAN B;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167960;3;3.00;1;1;0;0;2;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;CNAL. HERRERA ORIA A;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167961;8;1.00;1;0;0;1;0;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;CNAL. HERRERA ORIA B;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167962;2;3.00;1;1;0;0;5;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;INFANTA LEONOR A;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167963;9;1.00;1;0;0;1;1;5;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;INFANTA LEONOR B;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167964;4;3.00;1;1;0;0;2;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;LORENZO LUZURIAGA A;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167965;7;1.00;1;0;0;1;1;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;LORENZO LUZURIAGA B;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167966;10;1.00;1;0;0;1;0;9;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;LORENZO LUZURIAGA C;MIXTO;Villa de Vallecas
2024;8869 ;9741;25041;167967;1;3.00;1;1;0;0;9;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIV HK ALE MIX A;HOCKEY SALA;ALEVIN ;RABINDRANATH TAGORE;MIXTO;Villa de Vallecas
2024;8863 ;9717;24714;163814;2;9.00;5;4;0;1;166;113;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;Pradolongo;FEMENINO;Retiro
2024;8863 ;9717;24714;163812;4;9.00;6;4;0;1;254;165;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;Mahouníficas;FEMENINO;Retiro
2024;8863 ;9717;24714;163816;5;8.00;6;2;0;4;160;201;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;Y DESPUES LAS CAÑAS;FEMENINO;Retiro
2024;8863 ;9717;24714;163811;7;7.00;5;2;0;3;105;135;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;LAS CORONADAS;FEMENINO;Retiro
2024;8863 ;9717;24714;163815;8;6.00;5;1;0;4;72;190;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;SUSTAIN A BALL;FEMENINO;Retiro
2024;8863 ;9717;24714;163809;3;9.00;5;4;0;1;147;105;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;LAS CHICAS DEL ARO;FEMENINO;Retiro
2024;8863 ;9717;24714;163808;6;7.00;5;2;0;3;203;168;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;ENSANCHE DE VALLECAS B;FEMENINO;Retiro
2024;8863 ;9717;24714;163810;9;4.00;4;0;0;4;102;147;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;Las Cocos;FEMENINO;Retiro
2024;8863 ;9717;24714;163813;1;9.00;5;4;0;1;182;167;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM RET SAB TAR BC SEN FEM  15-20h;BALONCESTO;SENIOR ;OLD STARS;FEMENINO;Retiro
2024;8866 ;9729;24901;163988;5;10.00;5;3;1;1;15;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;PIXELS;FEMENINO;Tetuán
2024;8866 ;9729;24901;163981;2;12.00;5;4;0;1;15;6;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;ANTIGUAS RECUERDO;FEMENINO;Tetuán
2024;8866 ;9729;24901;163984;1;13.00;5;4;1;0;22;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;FARMACIA FC;FEMENINO;Tetuán
2024;8866 ;9729;24901;163992;6;9.00;5;3;0;2;20;6;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;Tajadas;FEMENINO;Tetuán
2024;8866 ;9729;24901;163989;4;10.00;5;3;1;1;23;10;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;Por los pelos;FEMENINO;Tetuán
2024;8866 ;9729;24901;163983;3;12.00;5;4;0;1;23;5;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;Delta Epsilon;FEMENINO;Tetuán
2024;8866 ;9729;24901;163990;7;8.00;5;2;2;1;12;9;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;Recreativo de Juerga de Begoña;FEMENINO;Tetuán
2024;8866 ;9729;24901;163987;9;4.00;5;1;1;3;10;14;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;ILUSTRACIÓN C.F.;FEMENINO;Tetuán
2024;8866 ;9729;24901;163982;10;3.00;5;1;0;4;5;27;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;BeerLeaders;FEMENINO;Tetuán
2024;8866 ;9729;24901;163985;11;.00;5;0;0;5;2;18;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;GALACTIDCAS;FEMENINO;Tetuán
2024;8866 ;9729;24901;163991;8;6.00;5;2;0;3;15;13;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;RECUERDO FUTBOL SALA;FEMENINO;Tetuán
2024;8866 ;9729;24901;163986;12;.00;5;0;0;5;3;49;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM TET DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;G-III FEM;FEMENINO;Tetuán
2024;8892 ;9790;26044;158789;1;16.00;6;5;1;0;29;13;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;PANITASK;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158786;3;13.00;5;4;1;0;30;8;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;las joyitas de canillas;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158791;2;13.00;5;4;1;0;25;11;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Schalke 030;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158787;7;7.00;5;2;1;2;21;16;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Los Puñeteros;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158790;4;13.00;6;4;1;1;28;13;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Ruinas FC;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158788;5;9.00;6;3;0;3;23;25;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;NEW FOOTBALL CLUB;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158794;6;8.00;6;2;2;2;21;18;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Troyanos;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158793;8;4.00;5;1;1;3;9;17;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Susanojete FC;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158792;9;2.00;5;0;2;3;10;17;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Semper Club Deportivo;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158785;10;.00;5;0;0;5;12;33;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;Laponia F.C.;MASCULINO;Moratalaz
2024;8892 ;9790;26044;158795;11;.00;6;0;0;6;11;48;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G2;FUTBOL 7;SENIOR ;U.D. Madrileño;MASCULINO;Moratalaz
2024;8851 ;9669;23666;167832;2;6.00;3;3;0;0;6;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM ARG VB INF FEM GR. 3;VOLEIBOL;INFANTIL ;J CIERVA11 AMIDECU ROJO;FEMENINO;Arganzuela
2024;8851 ;9669;23666;167835;1;6.00;3;3;0;0;6;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM ARG VB INF FEM GR. 3;VOLEIBOL;INFANTIL ;SEK CIUDALCAMPO NARANJA;FEMENINO;Arganzuela
2024;8851 ;9669;23666;167831;4;5.00;3;2;0;1;5;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM ARG VB INF FEM GR. 3;VOLEIBOL;INFANTIL ;IES A.F. FORGES;FEMENINO;Arganzuela
